x, y, theta, stamp, 
-1.0027857671555427, -1.9085938905036794, -1.5403296698924334, 2241560000000, 
-1.0027567559823203, -1.90954602399368, -1.5403296011620227, 2241662000000, 
-1.0027375814685149, -1.910175308161966, -1.5403295504312335, 2241730000000, 
-1.0027090680866906, -1.9111110364376132, -1.5403294882300713, 2241832000000, 
-1.0026808548052024, -1.9120369613309687, -1.5403294199048934, 2241934000000, 
-1.0026529336948906, -1.9129532823123332, -1.5403293518408132, 2242036000000, 
-1.0026253343767122, -1.9138590188314764, -1.5403292889610085, 2242138000000, 
-1.002598058122465, -1.9147541943172022, -1.5403292173558074, 2242240000000, 
-1.0025709991358878, -1.9156421923570515, -1.5403291542312056, 2242342000000, 
-1.0025442238820101, -1.9165208941694871, -1.5403290910491445, 2242444000000, 
-1.00251772691389, -1.9173904617881077, -1.5403290226147524, 2242546000000, 
-1.002491502025241, -1.918251095938685, -1.5403289598021332, 2242648000000, 
-1.0024655540976721, -1.9191026862440606, -1.5403288944280573, 2242750000000, 
-1.0024398758555428, -1.9199453768517862, -1.5403288269327606, 2242852000000, 
-1.0024144629002936, -1.9207793290902861, -1.5403287677892112, 2242954000000, 
-1.0023893187421422, -1.9216045317825858, -1.540328701343561, 2243056000000, 
-1.0023644333483, -1.922421181961184, -1.5403286334771769, 2243158000000, 
-1.0023479862737832, -1.922960914355935, -1.5403285898302614, 2243226000000, 
-1.0023235327976754, -1.923763408826612, -1.5403285248439103, 2243328000000, 
-1.0022993344487026, -1.9245575657009446, -1.5403284578043481, 2243430000000, 
-1.0022753859126503, -1.925343462912822, -1.54032839673226, 2243532000000, 
-1.002251827090031, -1.9261166218616126, -1.540328334742801, 2243634000000, 
-1.0022284299754736, -1.9268844230943132, -1.5403282672629586, 2243736000000, 
-1.0022052225847926, -1.9276460372483468, -1.5403282079177343, 2243838000000, 
-1.0021822585090039, -1.9283996400985148, -1.540328141828595, 2243940000000, 
-1.002159528815424, -1.9291455452344521, -1.5403280740408407, 2244042000000, 
-1.0021370328475783, -1.9298837739581853, -1.5403280108664366, 2244144000000, 
-1.0021147754023887, -1.9306141966542454, -1.540327946659887, 2244246000000, 
-1.0020927519980152, -1.9313369424591147, -1.5403278793724642, 2244348000000, 
-1.002070955896717, -1.932052239439072, -1.5403278171838284, 2244450000000, 
-1.0020493870764744, -1.9327600471585913, -1.5403277552798251, 2244552000000, 
-1.002028044279977, -1.9334604549997803, -1.540327689102795, 2244654000000, 
-1.0020139370277132, -1.9339233705658376, -1.5403276439386981, 2244722000000, 
-1.0019929616549774, -1.9346117290901665, -1.5403275829895926, 2244824000000, 
-1.0019722064578787, -1.9352928311583537, -1.5403275147173725, 2244926000000, 
-1.0019516666516588, -1.9359668574687825, -1.540327446200047, 2245028000000, 
-1.0019313624921364, -1.9366331897083768, -1.5403273811629468, 2245130000000, 
-1.0019112948383975, -1.9372917321316856, -1.540327315326361, 2245232000000, 
-1.001891390815607, -1.937944881000221, -1.5403272500932759, 2245334000000, 
-1.0018716930933378, -1.938591307931235, -1.5403271878493454, 2245436000000, 
-1.0018521979645265, -1.9392310338400043, -1.540327124754512, 2245538000000, 
-1.0018329078047987, -1.939864047901763, -1.5403270554097226, 2245640000000, 
-1.001813819533081, -1.9404904827642706, -1.5403269882339865, 2245742000000, 
-1.001794926650312, -1.9411104500560015, -1.5403269218979494, 2245844000000, 
-1.0017762325679351, -1.9417239086631368, -1.5403268572043252, 2245946000000, 
-1.0017577355189, -1.942330920794489, -1.5403267915104042, 2246048000000, 
-1.0017394275475022, -1.9429316804833305, -1.5403267248209414, 2246150000000, 
-1.0017273278445524, -1.9433287330271842, -1.5403266791970296, 2246218000000, 
-1.001709338580728, -1.943919058982108, -1.5403266131507283, 2246320000000, 
